Date,Incoming,Outgoing,SMS
2021-12-01,11,12,2
2021-12-02,14,11,3
2021-12-03,8,6,2
2021-12-04,10,7,2
2021-12-05,12,15,4
2021-12-06,6,4,2
2021-12-07,5,6,3
2021-12-08,4,4,1
2021-12-09,8,6,1
2021-12-10,7,8,2
2021-12-11,6,8,3
2021-12-12,8,7,2
2021-12-13,10,9,1
2021-12-14,6,4,3
2021-12-15,19,20,3
2021-12-16,20,24,2
2021-12-17,4,5,2
2021-12-18,12,10,4
2021-12-19,12,15,3
2021-12-20,15,22,1
2021-12-21,27,29,4
2021-12-22,4,4,3
